x,y_0_5,y_1_0,y_1_5,y_2_0,y_2_5,y_3_0,y_3_5,y_4_0,y_8_0
-1.4264264264264264,0.07572663624370782,0.12008282007235481,0.10081606293426268,0.07375125308434634,0.049606653019000614,0.030736805184255957,0.01735527227536659,0.008783781201165314,1.9120589481554957e-08
-1.4164164164164164,0.07604520584569145,0.12129088659493233,0.10263706209758697,0.0758801309915067,0.0517556755898315,0.03265947108312487,0.018883539702373373,0.009854214138877352,4.8894840750339707e-08
-1.4064064064064064,0.07636625043968705,0.1225111066022639,0.10448435539096297,0.07805481654503768,0.053973654464197635,0.03467286633186651,0.020516038570991654,0.011028458735035353,1.194934390630384e-07
-1.3963963963963963,0.07668980222524194,0.12374360236178174,0.10635815682094742,0.08027573855049741,0.056261608028334395,0.036779272349628696,0.022257097445523597,0.012313308077573476,2.796174236765841e-07
-1.3863863863863863,0.07701589402506534,0.12498849737096239,0.10825867763067913,0.08254330986881507,0.05862051382367584,0.03898090548282455,0.024111000653923558,0.013715650677454354,6.276459932154696e-07
-1.3763763763763763,0.07734455930139886,0.12624591636970134,0.11018612613669126,0.08485792662705756,0.06105130578218837,0.04127990886099522,0.026081968952283693,0.0152424359452538,1.3538140398344325e-06
-1.3663663663663663,0.07767583217293612,0.127515985352812,0.11214070756206139,0.0872199674238236,0.06355487146440834,0.04367834421286659,0.028174139662946403,0.016900637092315797,2.8108216130211396e-06
-1.3563563563563563,0.07800974743231275,0.12879883158265068,0.1141226238658638,0.08962979253008276,0.06613204930688953,0.04617818367529813,0.030391546397627395,0.018697211696437184,5.626619872976444e-06
-1.3463463463463463,0.07834634056419115,0.13009458360186832,0.11613207356888801,0.09208774308630521,0.0687836258859138,0.0487813016287435,0.03273809848379269,0.020639060210420185,1.0876429668660669e-05
-1.3363363363363363,0.0786856477639642,0.1314033712462906,0.11816925157558966,0.09459414029675771,0.07151033320445262,0.0514894665935904,0.0352175602184611,0.022732982727516837,2.033336687026357e-05
-1.3263263263263263,0.07902770595710393,0.13272532565792766,0.12023434899223771,0.0971492846218699,0.07431284600947655,0.054304333222313,0.03783353007851884,0.024985634350131382,3.68173052574761e-05
-1.3163163163163163,0.07937255281918269,0.13406057929811474,0.12232755294122576,0.09975345496960132,0.07719177914680139,0.05722743442274752,0.04058942002046387,0.02740347953654525,6.465865965320657e-05
-1.3063063063063063,0.07972022679659461,0.13540926596078484,0.12444904637151266,0.10240690788676776,0.08014768496072999,0.06026017364798323,0.04348843500518849,0.029992745824351106,0.00011028665365061068
-1.2962962962962963,0.08007076712800834,0.1367715207858752,0.12659900786516073,0.10510987675131093,0.08318105074579397,0.06340381738834465,0.04653355288490915,0.032759377348269045,0.00018293986477971265
-1.2862862862862863,0.08042421386658156,0.13814748027286822,0.1287776114399381,0.10786257096652056,0.08629229625792743,0.06665948790072079,0.04972750478963816,0.035708988583698274,0.0002954806985048955
-1.2762762762762763,0.08078060790297151,0.13953728229446907,0.1309850263479543,0.11066517515824283,0.08948177129240192,0.07002815621007544,0.053072756149639834,0.03884681875545218,0.0004652761578496546
-1.2662662662662663,0.08113999098917483,0.14094106611042065,0.13322141687029757,0.11351784837613073,0.0927497533358338,0.07351063541734477,0.05657148848812475,0.04217768735345467,0.0007150870153319205
-1.2562562562562563,0.08150240576323534,0.1423589723814575,0.1354869421076426,0.11642072330001595,0.09609644529952432,0.07710757434710146,0.06022558211502164,0.04570595119366317,0.001073889146074735
-1.2462462462462462,0.08186789577485633,0.1437911431834003,0.13778175576679946,0.11937390545250141,0.09952197334132525,0.08081945156733485,0.06403659984805339,0.049435463453153285,0.0015775375310759286
-1.2362362362362362,0.0822365055119594,0.14523772202139187,0.14010600594317343,0.12237747241889306,0.10302638478312456,0.08464656981247613,0.06800577188157096,0.053369535093279345,0.0022691782186263676
-1.2262262262262262,0.08260828042823205,0.14669885384427664,0.142459834899106,0.12543147307560856,0.10660964613092815,0.0885890508393844,0.07213398191672564,0.05751089906433609,0.0031993184454242123
-1.2162162162162162,0.08298326697170876,0.1481746850591247,0.14484337883806986,0.12853592682821816,0.11027164120436742,0.09264683074441829,0.07642175465864356,0.06186167765950766,0.004425480983604141
-1.2062062062062062,0.0833615126144338,0.1496653635459019,0.14725676767468807,0.13169082286028486,0.11401216938229393,0.09681965576795087,0.08086924477739711,0.06642335335549919,0.006011394871585656
-1.1961961961961962,0.08374306588325522,0.15117103867228762,0.1497001248005503,0.13489611939419147,0.11783094397092837,0.10110707861075831,0.08547622741982182,0.07119674344258035,0.008025708760662397
-1.1861861861861862,0.08412797639180321,0.15269186130864165,0.15217356684579877,0.1381517429651466,0.12172759070081247,0.10550845528463228,0.09024209034871283,0.07618197870836865,0.010540251691482164
